Date,CPI
1/8/2020,259.918
1/9/2020,260.28
1/10/2020,260.388
1/11/2020,260.229
1/12/2020,260.474
1/1/2021,261.582
1/2/2021,263.014
1/3/2021,264.877
1/4/2021,267.054
1/5/2021,269.195
1/6/2021,271.696
1/7/2021,273.003
